scheduler,cpu_config,num_vms,avg_waiting_time,avg_turnaround_time,avg_response_time,cpu_utilization,throughput,deadline_misses,deadline_miss_rate,fairness_jain_index,estimated_energy,context_switches,estimated_scheduling_overhead,total_time,workload_type,seed
PRR,RISC-V-like,50,1078.8855,1124.5896,914.5875,0.9979,0.02183,48,0.96,0.1275,5713.016,518,25.9,2289.977,cpu_heavy,4
PRM,RISC-V-like,50,1047.4494,1093.1536,1034.8673,0.9979,0.02183,46,0.92,0.0517,5713.016,52,2.6,2289.977,cpu_heavy,4
Contextual Bandit RL,RISC-V-like,50,1792.3244,1838.0286,412.8607,0.9979,0.02183,48,0.96,0.0766,5713.016,488,24.4,2289.977,cpu_heavy,4
Proposed Hybrid,RISC-V-like,50,1253.7088,1299.4129,428.2162,0.9979,0.02183,48,0.96,0.1038,5713.016,494,24.7,2289.977,cpu_heavy,4
PRR,RISC-V-like,50,1093.197,1137.9957,911.6468,0.9981,0.02228,47,0.94,0.0379,5599.837,513,25.65,2244.155,cpu_heavy,5
PRM,RISC-V-like,50,1028.1197,1072.9183,1002.0097,0.9981,0.02228,49,0.98,0.0312,5599.837,67,3.35,2244.155,cpu_heavy,5
Contextual Bandit RL,RISC-V-like,50,1726.1457,1770.9444,382.2431,0.9981,0.02228,48,0.96,0.0619,5599.837,494,24.7,2244.155,cpu_heavy,5
Proposed Hybrid,RISC-V-like,50,1351.1692,1395.9679,427.7688,0.9981,0.02228,49,0.98,0.1231,5599.837,511,25.55,2244.155,cpu_heavy,5
PRR,RISC-V-like,50,700.5957,731.8168,546.7296,0.9967,0.03192,47,0.94,0.2125,3122.109,348,17.4,1566.174,bursty,1
PRM,RISC-V-like,50,620.3614,651.5825,570.8703,0.9967,0.03192,43,0.86,0.1098,3122.109,56,2.8,1566.174,bursty,1
Contextual Bandit RL,RISC-V-like,50,975.9462,1007.1672,225.9192,0.9967,0.03192,44,0.88,0.1473,3122.109,317,15.85,1566.174,bursty,1
Proposed Hybrid,RISC-V-like,50,797.4368,828.6579,369.6525,0.9967,0.03192,49,0.98,0.1552,3122.109,329,16.45,1566.174,bursty,1
PRR,RISC-V-like,50,712.1202,746.002,568.0211,0.9985,0.02947,46,0.92,0.0863,3388.174,373,18.65,1696.707,bursty,2
PRM,RISC-V-like,50,718.7007,752.5824,699.9424,0.9985,0.02947,42,0.84,0.1133,3388.174,55,2.75,1696.707,bursty,2
Contextual Bandit RL,RISC-V-like,50,997.2763,1031.158,303.0235,0.9985,0.02947,46,0.92,0.0698,3388.174,341,17.05,1696.707,bursty,2
Proposed Hybrid,RISC-V-like,50,803.1407,837.0224,337.0285,0.9985,0.02947,45,0.9,0.1328,3388.174,352,17.6,1696.707,bursty,2
PRR,RISC-V-like,50,679.8846,710.0401,563.7331,0.9994,0.03314,48,0.96,0.0625,3015.543,338,16.9,1508.632,bursty,3
PRM,RISC-V-like,50,649.9459,680.1014,612.8596,0.9994,0.03314,44,0.88,0.0939,3015.543,71,3.55,1508.632,bursty,3
Contextual Bandit RL,RISC-V-like,50,972.8131,1002.9686,197.3975,0.9994,0.03314,46,0.92,0.1051,3015.543,327,16.35,1508.632,bursty,3
Proposed Hybrid,RISC-V-like,50,745.1975,775.3529,369.5951,0.9994,0.03314,45,0.9,0.0518,3015.543,304,15.2,1508.632,bursty,3
PRR,RISC-V-like,50,610.3208,641.2538,519.4301,0.9939,0.03213,44,0.88,0.094,3093.304,334,16.7,1556.082,bursty,4
PRM,RISC-V-like,50,626.4577,657.3908,624.0451,0.9939,0.03213,42,0.84,0.0924,3093.304,52,2.6,1556.082,bursty,4
Contextual Bandit RL,RISC-V-like,50,932.5954,963.5284,245.7058,0.9939,0.03213,47,0.94,0.1123,3093.304,326,16.3,1556.082,bursty,4
Proposed Hybrid,RISC-V-like,50,694.9127,725.8458,323.8038,0.9939,0.03213,46,0.92,0.0988,3093.304,327,16.35,1556.082,bursty,4
PRR,RISC-V-like,50,643.3186,673.1645,532.2158,0.9946,0.03333,44,0.88,0.1068,2984.587,310,15.5,1500.343,bursty,5
PRM,RISC-V-like,50,599.2595,629.1054,574.2089,0.9946,0.03333,43,0.86,0.1167,2984.587,55,2.75,1500.343,bursty,5
Contextual Bandit RL,RISC-V-like,50,968.2758,998.1217,239.2113,0.9946,0.03333,47,0.94,0.0512,2984.587,326,16.3,1500.343,bursty,5
Proposed Hybrid,RISC-V-like,50,767.2519,797.0978,288.5286,0.9946,0.03333,49,0.98,0.1112,2984.587,318,15.9,1500.343,bursty,5
PRR,RISC-V-like,50,288.5656,306.9182,236.6125,0.9931,0.05411,44,0.88,0.1261,1651.735,189,9.45,924.005,mixed,1
PRM,RISC-V-like,50,335.2514,353.6041,333.631,0.9931,0.05411,40,0.8,0.1527,1651.735,54,2.7,924.005,mixed,1
Contextual Bandit RL,RISC-V-like,50,418.2038,436.5564,166.5736,0.9931,0.05411,44,0.88,0.1125,1651.735,176,8.8,924.005,mixed,1
Proposed Hybrid,RISC-V-like,50,326.4225,344.7751,202.8614,0.9931,0.05411,40,0.8,0.1404,1651.735,161,8.05,924.005,mixed,1
PRR,RISC-V-like,50,208.0408,221.8371,192.6937,0.9955,0.07215,39,0.78,0.246,1241.667,115,5.75,692.955,mixed,2
PRM,RISC-V-like,50,183.2989,197.0952,170.9506,0.9955,0.07215,40,0.8,0.1915,1241.667,62,3.1,692.955,mixed,2
Contextual Bandit RL,RISC-V-like,50,163.2458,177.0421,82.3858,0.9955,0.07215,34,0.68,0.2831,1241.667,124,6.2,692.955,mixed,2
Proposed Hybrid,RISC-V-like,50,193.7363,207.5326,124.2034,0.9955,0.07215,44,0.88,0.21,1241.667,140,7.0,692.955,mixed,2
PRR,RISC-V-like,50,332.7665,354.3076,265.7085,0.999,0.04638,42,0.84,0.1483,1938.698,206,10.3,1078.084,mixed,3
PRM,RISC-V-like,50,368.7505,390.2915,342.3363,0.999,0.04638,40,0.8,0.1356,1938.698,55,2.75,1078.084,mixed,3
Contextual Bandit RL,RISC-V-like,50,480.1094,501.6505,172.192,0.999,0.04638,42,0.84,0.0797,1938.698,208,10.4,1078.084,mixed,3
Proposed Hybrid,RISC-V-like,50,384.1707,405.7118,223.6155,0.999,0.04638,45,0.9,0.0642,1938.698,218,10.9,1078.084,mixed,3
PRR,RISC-V-like,50,166.3295,180.2167,139.3619,0.984,0.07085,37,0.74,0.2176,1249.846,125,6.25,705.679,mixed,4
PRM,RISC-V-like,50,168.9732,182.8604,152.7065,0.984,0.07085,34,0.68,0.322,1249.846,61,3.05,705.679,mixed,4
Contextual Bandit RL,RISC-V-like,50,264.0717,277.9589,49.5299,0.984,0.07085,42,0.84,0.1811,1249.846,137,6.85,705.679,mixed,4
Proposed Hybrid,RISC-V-like,50,146.7843,160.6715,96.651,0.984,0.07085,41,0.82,0.2794,1249.846,132,6.6,705.679,mixed,4
PRR,RISC-V-like,50,212.0331,227.7852,182.9235,0.9879,0.06271,36,0.72,0.3316,1417.696,123,6.15,797.269,mixed,5
PRM,RISC-V-like,50,203.2287,218.9809,195.5426,0.9879,0.06271,35,0.7,0.2615,1417.696,62,3.1,797.269,mixed,5
Contextual Bandit RL,RISC-V-like,50,309.0565,324.8087,99.1085,0.9879,0.06271,44,0.88,0.1274,1417.696,147,7.35,797.269,mixed,5
Proposed Hybrid,RISC-V-like,50,205.6665,221.4187,145.9211,0.9879,0.06271,43,0.86,0.19,1417.696,149,7.45,797.269,mixed,5
PRR,RISC-V-like,100,0.272,5.7522,0.272,0.5378,0.09813,2,0.02,0.943,548.022,99,4.95,1019.022,light,1
PRM,RISC-V-like,100,0.4703,5.9505,0.2616,0.5378,0.09813,3,0.03,0.9399,548.022,100,5.0,1019.022,light,1
Contextual Bandit RL,RISC-V-like,100,0.272,5.7522,0.272,0.5378,0.09813,2,0.02,0.943,548.022,99,4.95,1019.022,light,1
Proposed Hybrid,RISC-V-like,100,0.272,5.7522,0.272,0.5378,0.09813,2,0.02,0.943,548.022,99,4.95,1019.022,light,1
PRR,RISC-V-like,100,0.2921,6.02,0.2505,0.5691,0.09935,3,0.03,0.9474,572.793,100,5.0,1006.568,light,2
PRM,RISC-V-like,100,0.2929,6.0209,0.1942,0.5691,0.09935,3,0.03,0.9539,572.793,100,5.0,1006.568,light,2
Contextual Bandit RL,RISC-V-like,100,0.2642,5.9922,0.2642,0.5691,0.09935,2,0.02,0.9474,572.793,99,4.95,1006.568,light,2
Proposed Hybrid,RISC-V-like,100,0.2642,5.9922,0.2642,0.5691,0.09935,2,0.02,0.9474,572.793,99,4.95,1006.568,light,2
PRR,RISC-V-like,100,0.0807,5.58,0.0807,0.5397,0.09814,2,0.02,0.9828,549.935,99,4.95,1018.971,light,3
PRM,RISC-V-like,100,0.0807,5.58,0.0807,0.5397,0.09814,2,0.02,0.9828,549.935,99,4.95,1018.971,light,3
Contextual Bandit RL,RISC-V-like,100,0.0807,5.58,0.0807,0.5397,0.09814,2,0.02,0.9828,549.935,99,4.95,1018.971,light,3
Proposed Hybrid,RISC-V-like,100,0.0807,5.58,0.0807,0.5397,0.09814,2,0.02,0.9828,549.935,99,4.95,1018.971,light,3
PRR,RISC-V-like,100,0.1175,5.9366,0.1175,0.5445,0.09356,1,0.01,0.975,581.913,99,4.95,1068.804,light,4
PRM,RISC-V-like,100,0.1175,5.9366,0.1175,0.5445,0.09356,1,0.01,0.975,581.913,99,4.95,1068.804,light,4
Contextual Bandit RL,RISC-V-like,100,0.1175,5.9366,0.1175,0.5445,0.09356,1,0.01,0.975,581.913,99,4.95,1068.804,light,4
Proposed Hybrid,RISC-V-like,100,0.1175,5.9366,0.1175,0.5445,0.09356,1,0.01,0.975,581.913,99,4.95,1068.804,light,4
PRR,RISC-V-like,100,0.19,5.7097,0.19,0.5653,0.10242,1,0.01,0.9603,551.967,99,4.95,976.412,light,5
PRM,RISC-V-like,100,0.2357,5.7554,0.158,0.5653,0.10242,2,0.02,0.9612,551.967,100,5.0,976.412,light,5
Contextual Bandit RL,RISC-V-like,100,0.19,5.7097,0.19,0.5653,0.10242,1,0.01,0.9603,551.967,99,4.95,976.412,light,5
Proposed Hybrid,RISC-V-like,100,0.2335,5.7531,0.158,0.5653,0.10242,1,0.01,0.9564,551.967,101,5.05,976.412,light,5
PRR,RISC-V-like,100,468.1642,481.865,381.3555,0.9963,0.07272,87,0.87,0.138,2055.13,311,15.55,1375.157,normal,1
PRM,RISC-V-like,100,429.7331,443.4339,408.0819,0.9963,0.07272,78,0.78,0.1991,2055.13,117,5.85,1375.157,normal,1
Contextual Bandit RL,RISC-V-like,100,599.3555,613.0563,249.2594,0.9963,0.07272,80,0.8,0.1631,2055.13,290,14.5,1375.157,normal,1
Proposed Hybrid,RISC-V-like,100,532.2777,545.9786,332.2946,0.9963,0.07272,93,0.93,0.063,2055.13,294,14.7,1375.157,normal,1
PRR,RISC-V-like,100,500.5525,514.8748,398.6753,0.9975,0.06965,80,0.8,0.1465,2148.359,330,16.5,1435.809,normal,2
PRM,RISC-V-like,100,470.8441,485.1665,461.0276,0.9975,0.06965,84,0.84,0.1478,2148.359,112,5.6,1435.809,normal,2
Contextual Bandit RL,RISC-V-like,100,669.3922,683.7146,255.3738,0.9975,0.06965,82,0.82,0.1342,2148.359,292,14.6,1435.809,normal,2
Proposed Hybrid,RISC-V-like,100,577.4291,591.7515,330.8858,0.9975,0.06965,91,0.91,0.0829,2148.359,308,15.4,1435.809,normal,2
PRR,RISC-V-like,100,484.0968,497.8455,403.6612,0.9982,0.0726,83,0.83,0.1524,2062.304,318,15.9,1377.38,normal,3
PRM,RISC-V-like,100,449.9594,463.7081,432.8798,0.9982,0.0726,81,0.81,0.1641,2062.304,123,6.15,1377.38,normal,3
Contextual Bandit RL,RISC-V-like,100,613.6951,627.4438,227.9055,0.9982,0.0726,80,0.8,0.1547,2062.304,293,14.65,1377.38,normal,3
Proposed Hybrid,RISC-V-like,100,522.3981,536.1468,337.2718,0.9982,0.0726,87,0.87,0.1329,2062.304,296,14.8,1377.38,normal,3
PRR,RISC-V-like,100,482.6843,497.2319,411.9607,0.9948,0.06838,83,0.83,0.2185,2182.141,322,16.1,1462.421,normal,4
PRM,RISC-V-like,100,479.7425,494.2901,458.2779,0.9948,0.06838,78,0.78,0.1658,2182.141,115,5.75,1462.421,normal,4
Contextual Bandit RL,RISC-V-like,100,612.4318,626.9794,288.3379,0.9948,0.06838,81,0.81,0.1544,2182.141,302,15.1,1462.421,normal,4
Proposed Hybrid,RISC-V-like,100,516.8739,531.4215,345.559,0.9948,0.06838,83,0.83,0.1046,2182.141,309,15.45,1462.421,normal,4
PRR,RISC-V-like,100,480.4623,494.2624,408.6352,0.9951,0.07211,86,0.86,0.1491,2070.016,316,15.8,1386.841,normal,5
PRM,RISC-V-like,100,456.8768,470.6769,442.3319,0.9951,0.07211,81,0.81,0.1455,2070.016,119,5.95,1386.841,normal,5
Contextual Bandit RL,RISC-V-like,100,662.702,676.5021,235.4808,0.9951,0.07211,83,0.83,0.1444,2070.016,299,14.95,1386.841,normal,5
Proposed Hybrid,RISC-V-like,100,547.5436,561.3438,349.3948,0.9951,0.07211,95,0.95,0.0642,2070.016,311,15.55,1386.841,normal,5
PRR,RISC-V-like,100,2143.7329,2187.5153,1791.9392,0.9993,0.02282,100,1.0,0.3269,10945.598,1044,52.2,4381.289,cpu_heavy,1
PRM,RISC-V-like,100,1990.2151,2033.9975,1924.9964,0.9993,0.02282,96,0.96,0.0434,10945.598,105,5.25,4381.289,cpu_heavy,1
Contextual Bandit RL,RISC-V-like,100,3416.0639,3459.8463,905.8113,0.9993,0.02282,95,0.95,0.0219,10945.598,961,48.05,4381.289,cpu_heavy,1
Proposed Hybrid,RISC-V-like,100,2550.6294,2594.4118,1118.821,0.9993,0.02282,98,0.98,0.0148,10945.598,959,47.95,4381.289,cpu_heavy,1
PRR,RISC-V-like,100,2237.4493,2282.8878,1880.6701,0.9995,0.022,98,0.98,0.0143,11359.647,1071,53.55,4545.909,cpu_heavy,2
PRM,RISC-V-like,100,2124.5238,2169.9624,2117.3989,0.9995,0.022,96,0.96,0.0322,11359.647,105,5.25,4545.909,cpu_heavy,2
Contextual Bandit RL,RISC-V-like,100,3684.632,3730.0706,834.8958,0.9995,0.022,96,0.96,0.035,11359.647,988,49.4,4545.909,cpu_heavy,2
Proposed Hybrid,RISC-V-like,100,2649.1662,2694.6048,1110.0296,0.9995,0.022,98,0.98,0.0434,11359.647,1028,51.4,4545.909,cpu_heavy,2
PRR,RISC-V-like,100,2204.9415,2248.8503,1832.7052,0.9997,0.02277,99,0.99,0.0153,10977.201,1040,52.0,4392.22,cpu_heavy,3
PRM,RISC-V-like,100,2071.7214,2115.6302,2028.6479,0.9997,0.02277,96,0.96,0.0396,10977.201,147,7.35,4392.22,cpu_heavy,3
Contextual Bandit RL,RISC-V-like,100,3479.7451,3523.6539,800.9627,0.9997,0.02277,96,0.96,0.0503,10977.201,971,48.55,4392.22,cpu_heavy,3
Proposed Hybrid,RISC-V-like,100,2480.3476,2524.2564,1165.5056,0.9997,0.02277,96,0.96,0.058,10977.201,980,49.0,4392.22,cpu_heavy,3
PRR,RISC-V-like,100,2286.1709,2332.2114,1950.6316,0.999,0.0217,99,0.99,0.0875,11510.109,1096,54.8,4608.813,cpu_heavy,4
PRM,RISC-V-like,100,2164.4056,2210.446,2144.8851,0.999,0.0217,96,0.96,0.0372,11510.109,105,5.25,4608.813,cpu_heavy,4
Contextual Bandit RL,RISC-V-like,100,3511.8027,3557.8431,1004.2996,0.999,0.0217,96,0.96,0.0478,11510.109,1027,51.35,4608.813,cpu_heavy,4
Proposed Hybrid,RISC-V-like,100,2568.0587,2614.0991,1172.4112,0.999,0.0217,98,0.98,0.0584,11510.109,1029,51.45,4608.813,cpu_heavy,4
PRR,RISC-V-like,100,2171.9475,2215.9935,1828.9839,0.999,0.02268,98,0.98,0.0197,11011.495,1041,52.05,4408.818,cpu_heavy,5
PRM,RISC-V-like,100,2064.3762,2108.4222,2044.1989,0.999,0.02268,98,0.98,0.0229,11011.495,118,5.9,4408.818,cpu_heavy,5
Contextual Bandit RL,RISC-V-like,100,3385.6211,3429.6671,931.6005,0.999,0.02268,96,0.96,0.0547,11011.495,969,48.45,4408.818,cpu_heavy,5
Proposed Hybrid,RISC-V-like,100,2504.8883,2548.9342,1117.9232,0.999,0.02268,98,0.98,0.038,11011.495,990,49.5,4408.818,cpu_heavy,5
PRR,RISC-V-like,100,1209.4738,1238.0993,1008.8699,0.9982,0.03487,93,0.93,0.0596,5725.109,656,32.8,2867.674,bursty,1
PRM,RISC-V-like,100,1134.4186,1163.0441,1089.8976,0.9982,0.03487,89,0.89,0.0927,5725.109,110,5.5,2867.674,bursty,1
Contextual Bandit RL,RISC-V-like,100,1732.525,1761.1505,554.0037,0.9982,0.03487,89,0.89,0.1262,5725.109,602,30.1,2867.674,bursty,1
Proposed Hybrid,RISC-V-like,100,1491.5489,1520.1744,730.6452,0.9982,0.03487,98,0.98,0.0911,5725.109,618,30.9,2867.674,bursty,1
PRR,RISC-V-like,100,1303.2258,1333.8389,1088.4816,0.9991,0.03264,94,0.94,0.0654,6122.63,722,36.1,3063.935,bursty,2
PRM,RISC-V-like,100,1294.4534,1325.0665,1276.8566,0.9991,0.03264,90,0.9,0.0763,6122.63,108,5.4,3063.935,bursty,2
Contextual Bandit RL,RISC-V-like,100,1666.8247,1697.4378,605.7202,0.9991,0.03264,91,0.91,0.0617,6122.63,629,31.45,3063.935,bursty,2
Proposed Hybrid,RISC-V-like,100,1533.8852,1564.4984,768.342,0.9991,0.03264,94,0.94,0.0334,6122.63,674,33.7,3063.935,bursty,2
PRR,RISC-V-like,100,1277.0407,1305.8183,1075.1904,0.9997,0.03474,94,0.94,0.0716,5755.522,671,33.55,2878.621,bursty,3
PRM,RISC-V-like,100,1231.1293,1259.9069,1194.676,0.9997,0.03474,92,0.92,0.0634,5755.522,138,6.9,2878.621,bursty,3
Contextual Bandit RL,RISC-V-like,100,1706.6655,1735.4431,386.4888,0.9997,0.03474,89,0.89,0.0728,5755.522,630,31.5,2878.621,bursty,3
Proposed Hybrid,RISC-V-like,100,1329.4524,1358.23,865.6132,0.9997,0.03474,92,0.92,0.0493,5755.522,612,30.6,2878.621,bursty,3
PRR,RISC-V-like,100,1355.4661,1386.8016,1188.3948,0.997,0.03182,95,0.95,0.0559,6267.109,746,37.3,3142.984,bursty,4
PRM,RISC-V-like,100,1316.4453,1347.7808,1312.2157,0.997,0.03182,88,0.88,0.0847,6267.109,108,5.4,3142.984,bursty,4
Contextual Bandit RL,RISC-V-like,100,1861.6912,1893.0267,574.5395,0.997,0.03182,92,0.92,0.0764,6267.109,669,33.45,3142.984,bursty,4
Proposed Hybrid,RISC-V-like,100,1418.4157,1449.7513,769.1628,0.997,0.03182,96,0.96,0.0403,6267.109,676,33.8,3142.984,bursty,4
PRR,RISC-V-like,100,1256.3132,1285.2555,1066.9457,0.9972,0.03446,92,0.92,0.0759,5788.457,648,32.4,2902.278,bursty,5
PRM,RISC-V-like,100,1220.7662,1249.7084,1197.7572,0.9972,0.03446,92,0.92,0.0724,5788.457,107,5.35,2902.278,bursty,5
Contextual Bandit RL,RISC-V-like,100,1742.77,1771.7122,517.5313,0.9972,0.03446,91,0.91,0.0629,5788.457,621,31.05,2902.278,bursty,5
Proposed Hybrid,RISC-V-like,100,1423.7445,1452.6868,766.6259,0.9972,0.03446,98,0.98,0.0562,5788.457,640,32.0,2902.278,bursty,5
PRR,RISC-V-like,100,650.6014,669.6994,575.7651,0.9967,0.05219,90,0.9,0.1004,3437.648,418,20.9,1916.179,mixed,1
PRM,RISC-V-like,100,700.3812,719.4792,693.8335,0.9967,0.05219,82,0.82,0.1502,3437.648,113,5.65,1916.179,mixed,1
Contextual Bandit RL,RISC-V-like,100,811.2476,830.3456,389.6751,0.9967,0.05219,83,0.83,0.1398,3437.648,367,18.35,1916.179,mixed,1
Proposed Hybrid,RISC-V-like,100,673.3541,692.4522,477.1756,0.9967,0.05219,89,0.89,0.079,3437.648,359,17.95,1916.179,mixed,1
PRR,RISC-V-like,100,482.2687,498.3164,437.2777,0.998,0.06219,81,0.81,0.2031,2888.589,343,17.15,1607.912,mixed,2
PRM,RISC-V-like,100,480.7484,496.7961,465.9621,0.998,0.06219,80,0.8,0.1809,2888.589,120,6.0,1607.912,mixed,2
Contextual Bandit RL,RISC-V-like,100,468.0263,484.074,245.4131,0.998,0.06219,72,0.72,0.2194,2888.589,311,15.55,1607.912,mixed,2
Proposed Hybrid,RISC-V-like,100,507.1827,523.2304,289.0681,0.998,0.06219,90,0.9,0.1123,2888.589,328,16.4,1607.912,mixed,2
PRR,RISC-V-like,100,498.9712,516.3067,418.0841,0.9994,0.05765,83,0.83,0.1478,3120.398,358,17.9,1734.584,mixed,3
PRM,RISC-V-like,100,585.058,602.3936,562.3616,0.9994,0.05765,81,0.81,0.1501,3120.398,114,5.7,1734.584,mixed,3
Contextual Bandit RL,RISC-V-like,100,757.2592,774.5948,339.238,0.9994,0.05765,85,0.85,0.072,3120.398,345,17.25,1734.584,mixed,3
Proposed Hybrid,RISC-V-like,100,661.5255,678.8611,471.4983,0.9994,0.05765,95,0.95,0.034,3120.398,368,18.4,1734.584,mixed,3
PRR,RISC-V-like,100,375.3612,390.3138,327.7354,0.9925,0.06638,76,0.76,0.1986,2691.47,289,14.45,1506.581,mixed,4
PRM,RISC-V-like,100,403.1065,418.0591,372.8825,0.9925,0.06638,74,0.74,0.2397,2691.47,124,6.2,1506.581,mixed,4
Contextual Bandit RL,RISC-V-like,100,494.0848,509.0374,154.318,0.9925,0.06638,82,0.82,0.1567,2691.47,266,13.3,1506.581,mixed,4
Proposed Hybrid,RISC-V-like,100,391.6046,406.5572,267.2934,0.9925,0.06638,91,0.91,0.1556,2691.47,287,14.35,1506.581,mixed,4
PRR,RISC-V-like,100,405.4114,421.2646,352.5956,0.9939,0.0627,77,0.77,0.2749,2853.567,314,15.7,1594.975,mixed,5
PRM,RISC-V-like,100,472.1897,488.0428,453.0906,0.9939,0.0627,75,0.75,0.2304,2853.567,121,6.05,1594.975,mixed,5
Contextual Bandit RL,RISC-V-like,100,547.2788,563.132,238.5643,0.9939,0.0627,84,0.84,0.1692,2853.567,295,14.75,1594.975,mixed,5
Proposed Hybrid,RISC-V-like,100,507.8857,523.7388,335.4569,0.9939,0.0627,91,0.91,0.1138,2853.567,328,16.4,1594.975,mixed,5
