workload_type,num_vms,cpu_config,scheduler,avg_waiting_time,avg_turnaround_time,avg_response_time,cpu_utilization,throughput,deadline_miss_rate,fairness_jain_index,estimated_energy,context_switches,estimated_scheduling_overhead
normal,20,RISC-V-like,PRM,89.6546,103.8545,77.1659,0.9822,0.0693,0.6900,0.2492,425.9966,23.4000,1.1700
normal,20,RISC-V-like,PRR,94.0690,108.2690,72.4640,0.9822,0.0693,0.7300,0.2903,425.9966,49.4000,2.4700
normal,20,RISC-V-like,Proposed Hybrid,110.2183,124.4182,57.8939,0.9822,0.0693,0.8600,0.2091,425.9966,57.4000,2.8700
normal,50,RISC-V-like,Contextual Bandit RL,340.6091,355.1169,106.9470,0.9930,0.0685,0.8440,0.1350,1088.0902,156.2000,7.8100
normal,50,RISC-V-like,PRM,236.5027,251.0106,221.1066,0.9930,0.0685,0.7800,0.1840,1088.0902,58.8000,2.9400
normal,50,RISC-V-like,PRR,249.0962,263.6040,201.3162,0.9930,0.0685,0.8160,0.1913,1088.0902,156.8000,7.8400
normal,50,RISC-V-like,Proposed Hybrid,281.1265,295.6343,158.2956,0.9930,0.0685,0.8760,0.1219,1088.0902,154.4000,7.7200
normal,100,RISC-V-like,Contextual Bandit RL,631.5153,645.5392,251.2715,0.9964,0.0711,0.8120,0.1502,2103.5900,295.2000,14.7600
normal,100,RISC-V-like,PRM,457.4312,471.4551,440.5198,0.9964,0.0711,0.8040,0.1645,2103.5900,117.2000,5.8600
normal,100,RISC-V-like,PRR,483.1920,497.2159,400.8576,0.9964,0.0711,0.8380,0.1609,2103.5900,319.4000,15.9700
normal,100,RISC-V-like,Proposed Hybrid,539.3045,553.3284,339.0812,0.9964,0.0711,0.8980,0.0895,2103.5900,303.6000,15.1800
bursty,5,x86-like,Contextual Bandit RL,67.0572,94.8628,15.1416,0.9660,0.0361,0.7600,0.7362,278.0560,20.2000,1.0100
bursty,5,x86-like,PRM,44.6368,72.4424,34.6576,0.9660,0.0361,0.4800,0.3248,278.0560,5.0000,0.2500
bursty,5,x86-like,PRR,45.4432,73.2488,26.8268,0.9660,0.0361,0.5600,0.4309,278.0560,10.8000,0.5400
bursty,5,x86-like,Proposed Hybrid,51.6628,79.4684,18.3784,0.9660,0.0361,0.6000,0.6346,278.0560,19.0000,0.9500
bursty,10,x86-like,Contextual Bandit RL,151.7092,179.8912,29.6372,0.9820,0.0352,0.8600,0.2645,563.6400,53.6000,2.6800
bursty,10,x86-like,PRM,100.2628,128.4448,88.1298,0.9820,0.0352,0.6400,0.2307,563.6400,10.6000,0.5300
bursty,10,x86-like,PRR,104.1938,132.3758,80.3856,0.9820,0.0352,0.7400,0.3010,563.6400,29.2000,1.4600
bursty,10,x86-like,Proposed Hybrid,122.2208,150.4028,46.9026,0.9820,0.0352,0.8000,0.3498,563.6400,47.2000,2.3600
bursty,20,x86-like,Contextual Bandit RL,311.3467,339.1501,69.4903,0.9906,0.0357,0.9000,0.1608,1112.1360,118.8000,5.9400
bursty,20,x86-like,PRM,213.7519,241.5553,198.8742,0.9906,0.0357,0.7800,0.1830,1112.1360,22.4000,1.1200
bursty,20,x86-like,PRR,221.6421,249.4455,177.1112,0.9906,0.0357,0.7900,0.2492,1112.1360,96.4000,4.8200
bursty,20,x86-like,Proposed Hybrid,260.0324,287.8358,100.7897,0.9906,0.0357,0.8900,0.2326,1112.1360,114.6000,5.7300
bursty,50,x86-like,Contextual Bandit RL,834.1906,862.9014,227.6072,0.9963,0.0348,0.8840,0.1054,2871.0840,320.0000,16.0000
bursty,50,x86-like,PRM,583.3727,612.0836,559.4489,0.9963,0.0348,0.8400,0.1120,2871.0840,57.8000,2.8900
bursty,50,x86-like,PRR,604.2774,632.9883,500.3026,0.9963,0.0348,0.9000,0.1144,2871.0840,336.4000,16.8200
bursty,50,x86-like,Proposed Hybrid,668.4888,697.1997,289.8254,0.9963,0.0348,0.9240,0.1204,2871.0840,325.6000,16.2800
bursty,100,x86-like,Contextual Bandit RL,1509.9354,1537.2215,509.4898,0.9981,0.0366,0.8800,0.0874,5457.2240,613.6000,30.6800
bursty,100,x86-like,PRM,1122.4749,1149.7610,1099.2603,0.9981,0.0366,0.8880,0.0799,5457.2240,114.0000,5.7000
bursty,100,x86-like,PRR,1156.6318,1183.9179,986.4974,0.9981,0.0366,0.9220,0.0685,5457.2240,681.0000,34.0500
bursty,100,x86-like,Proposed Hybrid,1317.4863,1344.7724,700.2933,0.9981,0.0366,0.9560,0.0593,5457.2240,630.6000,31.5300
cpu_heavy,5,x86-like,Contextual Bandit RL,110.4836,151.9884,22.1312,0.9857,0.0240,0.8400,0.7214,518.8100,30.4000,1.5200
cpu_heavy,5,x86-like,PRM,75.6248,117.1296,57.2304,0.9857,0.0240,0.5200,0.2486,518.8100,5.0000,0.2500
cpu_heavy,5,x86-like,PRR,77.3972,118.9020,47.3452,0.9857,0.0240,0.6400,0.3351,518.8100,15.0000,0.7500
cpu_heavy,5,x86-like,Proposed Hybrid,97.6120,139.1168,23.8016,0.9857,0.0240,0.7600,0.6086,518.8100,28.6000,1.4300
cpu_heavy,10,x86-like,Contextual Bandit RL,250.1364,291.9550,68.0810,0.9927,0.0238,0.8600,0.3274,1045.4650,80.8000,4.0400
cpu_heavy,10,x86-like,PRM,171.2648,213.0834,151.8188,0.9927,0.0238,0.7400,0.1328,1045.4650,10.2000,0.5100
cpu_heavy,10,x86-like,PRR,181.3980,223.2166,141.5174,0.9927,0.0238,0.8400,0.2274,1045.4650,52.4000,2.6200
cpu_heavy,10,x86-like,Proposed Hybrid,232.8154,274.6340,64.1360,0.9927,0.0238,0.8600,0.3056,1045.4650,79.6000,3.9800
cpu_heavy,20,x86-like,Contextual Bandit RL,593.9288,635.4314,118.9014,0.9963,0.0240,0.9500,0.1367,2075.1300,184.6000,9.2300
cpu_heavy,20,x86-like,PRM,366.7374,408.2400,343.0861,0.9963,0.0240,0.8800,0.0849,2075.1300,21.4000,1.0700
cpu_heavy,20,x86-like,PRR,389.1279,430.6305,313.0077,0.9963,0.0240,0.9100,0.2441,2075.1300,163.2000,8.1600
cpu_heavy,20,x86-like,Proposed Hybrid,521.7142,563.2168,123.9908,0.9963,0.0240,0.9300,0.2082,2075.1300,185.0000,9.2500
cpu_heavy,50,x86-like,Contextual Bandit RL,1620.4632,1662.7220,337.6210,0.9986,0.0236,0.9520,0.0571,5282.3600,498.0000,24.9000
cpu_heavy,50,x86-like,PRM,969.9834,1012.2423,940.7981,0.9986,0.0236,0.9360,0.0476,5282.3600,60.0000,3.0000
cpu_heavy,50,x86-like,PRR,1028.2257,1070.4846,851.1499,0.9986,0.0236,0.9640,0.1240,5282.3600,522.6000,26.1300
cpu_heavy,50,x86-like,Proposed Hybrid,1246.2026,1288.4615,384.6392,0.9986,0.0236,0.9560,0.1100,5282.3600,503.8000,25.1900
cpu_heavy,100,x86-like,Contextual Bandit RL,3187.4155,3228.4873,765.3520,0.9993,0.0243,0.9480,0.0514,10267.9450,971.6000,48.5800
cpu_heavy,100,x86-like,PRM,1904.1989,1945.2707,1876.4524,0.9993,0.0243,0.9580,0.0341,10267.9450,115.6000,5.7800
cpu_heavy,100,x86-like,PRR,2019.4811,2060.5529,1695.9177,0.9993,0.0243,0.9840,0.0885,10267.9450,1057.0000,52.8500
cpu_heavy,100,x86-like,Proposed Hybrid,2299.7186,2340.7904,1082.9148,0.9993,0.0243,0.9700,0.0503,10267.9450,991.0000,49.5500
light,5,x86-like,Contextual Bandit RL,0.0748,5.3000,0.0748,0.4922,0.0941,0.0000,0.9846,26.1260,4.0000,0.2000
light,5,x86-like,PRM,0.0748,5.3000,0.0748,0.4922,0.0941,0.0000,0.9846,26.1260,4.0000,0.2000
light,5,x86-like,PRR,0.0748,5.3000,0.0748,0.4922,0.0941,0.0000,0.9846,26.1260,4.0000,0.2000
light,5,x86-like,Proposed Hybrid,0.0748,5.3000,0.0748,0.4922,0.0941,0.0000,0.9846,26.1260,4.0000,0.2000
light,10,x86-like,Contextual Bandit RL,0.0626,5.3350,0.0626,0.4804,0.0908,0.0000,0.9863,52.7240,9.0000,0.4500
light,10,x86-like,PRM,0.0626,5.3350,0.0626,0.4804,0.0908,0.0000,0.9863,52.7240,9.0000,0.4500
light,10,x86-like,PRR,0.0626,5.3350,0.0626,0.4804,0.0908,0.0000,0.9863,52.7240,9.0000,0.4500
light,10,x86-like,Proposed Hybrid,0.0626,5.3350,0.0626,0.4804,0.0908,0.0000,0.9863,52.7240,9.0000,0.4500
light,20,x86-like,Contextual Bandit RL,0.0647,5.2898,0.0647,0.4887,0.0935,0.0100,0.9858,104.5020,19.0000,0.9500
light,20,x86-like,PRM,0.0647,5.2898,0.0647,0.4887,0.0935,0.0100,0.9858,104.5020,19.0000,0.9500
light,20,x86-like,PRR,0.0647,5.2898,0.0647,0.4887,0.0935,0.0100,0.9858,104.5020,19.0000,0.9500
light,20,x86-like,Proposed Hybrid,0.0647,5.2898,0.0647,0.4887,0.0935,0.0100,0.9858,104.5020,19.0000,0.9500
light,50,x86-like,Contextual Bandit RL,0.0977,5.4364,0.0977,0.5182,0.0971,0.0040,0.9783,266.9360,49.0000,2.4500
light,50,x86-like,PRM,0.0977,5.4364,0.0977,0.5182,0.0971,0.0040,0.9783,266.9360,49.0000,2.4500
light,50,x86-like,PRR,0.0977,5.4364,0.0977,0.5182,0.0971,0.0040,0.9783,266.9360,49.0000,2.4500
light,50,x86-like,Proposed Hybrid,0.0977,5.4364,0.0977,0.5182,0.0971,0.0040,0.9783,266.9360,49.0000,2.4500
light,100,x86-like,Contextual Bandit RL,0.0953,5.2558,0.0953,0.5074,0.0984,0.0040,0.9786,516.0520,99.0000,4.9500
light,100,x86-like,PRM,0.0953,5.2558,0.0953,0.5074,0.0984,0.0040,0.9786,516.0520,99.0000,4.9500
light,100,x86-like,PRR,0.1004,5.2609,0.0928,0.5074,0.0984,0.0040,0.9788,516.0520,99.2000,4.9600
light,100,x86-like,Proposed Hybrid,0.0953,5.2558,0.0953,0.5074,0.0984,0.0040,0.9786,516.0520,99.0000,4.9500
mixed,5,x86-like,Contextual Bandit RL,13.9108,26.4968,8.2008,0.9119,0.0763,0.4000,0.6139,113.2740,7.4000,0.3700
mixed,5,x86-like,PRM,15.7964,28.3824,13.1668,0.9119,0.0763,0.4400,0.4802,113.2740,4.8000,0.2400
mixed,5,x86-like,PRR,12.4252,25.0112,10.7300,0.9119,0.0763,0.3200,0.5046,113.2740,5.6000,0.2800
mixed,5,x86-like,Proposed Hybrid,10.4532,23.0392,7.1972,0.9119,0.0763,0.4400,0.5552,113.2740,5.8000,0.2900
mixed,10,x86-like,Contextual Bandit RL,39.8114,55.0860,18.6366,0.9536,0.0659,0.6000,0.3545,274.9428,18.0000,0.9000
mixed,10,x86-like,PRM,38.0264,53.3010,33.2642,0.9536,0.0659,0.5600,0.3558,274.9428,10.4000,0.5200
mixed,10,x86-like,PRR,38.9156,54.1902,30.4156,0.9536,0.0659,0.4800,0.3451,274.9428,16.8000,0.8400
mixed,10,x86-like,Proposed Hybrid,30.9338,46.2084,21.9942,0.9536,0.0659,0.6000,0.3977,274.9428,16.8000,0.8400
mixed,20,x86-like,Contextual Bandit RL,91.1856,106.3075,33.6287,0.9760,0.0700,0.6800,0.2948,544.3884,52.4000,2.6200
mixed,20,x86-like,PRM,78.6491,93.7710,72.5061,0.9760,0.0700,0.6200,0.3259,544.3884,22.4000,1.1200
mixed,20,x86-like,PRR,83.6885,98.8104,65.6289,0.9760,0.0700,0.6900,0.2602,544.3884,47.2000,2.3600
mixed,20,x86-like,Proposed Hybrid,77.1035,92.2254,49.8567,0.9760,0.0700,0.7600,0.2842,544.3884,48.4000,2.4200
mixed,50,x86-like,Contextual Bandit RL,269.0593,284.3919,109.3317,0.9910,0.0665,0.7680,0.2165,1379.9340,148.0000,7.4000
mixed,50,x86-like,PRM,216.5847,231.9173,207.4982,0.9910,0.0665,0.7080,0.2553,1379.9340,59.8000,2.9900
mixed,50,x86-like,PRR,210.1159,225.4485,175.8184,0.9910,0.0665,0.7440,0.2264,1379.9340,149.8000,7.4900
mixed,50,x86-like,Proposed Hybrid,220.8980,236.2306,139.8490,0.9910,0.0665,0.8320,0.1701,1379.9340,150.0000,7.5000
mixed,100,x86-like,Contextual Bandit RL,502.3629,517.6877,234.7428,0.9957,0.0654,0.7460,0.2208,2758.4676,309.0000,15.4500
mixed,100,x86-like,PRM,455.5932,470.9181,443.8401,0.9957,0.0654,0.7520,0.2207,2758.4676,119.0000,5.9500
mixed,100,x86-like,PRR,418.9937,434.3185,363.9694,0.9957,0.0654,0.7720,0.1999,2758.4676,341.6000,17.0800
mixed,100,x86-like,Proposed Hybrid,470.2018,485.5266,332.5966,0.9957,0.0654,0.8920,0.0928,2758.4676,322.4000,16.1200
normal,5,x86-like,Contextual Bandit RL,24.5216,37.5860,6.7600,0.9289,0.0723,0.7600,0.5920,97.9830,12.2000,0.6100
normal,5,x86-like,PRM,18.6844,31.7488,12.9868,0.9289,0.0723,0.4800,0.4810,97.9830,5.2000,0.2600
normal,5,x86-like,PRR,20.2512,33.3156,11.0928,0.9289,0.0723,0.5200,0.4445,97.9830,7.6000,0.3800
normal,5,x86-like,Proposed Hybrid,21.4764,34.5408,10.0796,0.9289,0.0723,0.6400,0.5464,97.9830,10.2000,0.5100
normal,10,x86-like,Contextual Bandit RL,53.5320,66.7140,15.1472,0.9628,0.0733,0.8000,0.4695,197.7300,25.8000,1.2900
normal,10,x86-like,PRM,38.4846,51.6666,30.8414,0.9628,0.0733,0.6000,0.3821,197.7300,11.6000,0.5800
normal,10,x86-like,PRR,40.0882,53.2702,29.2376,0.9628,0.0733,0.6200,0.3371,197.7300,17.2000,0.8600
normal,10,x86-like,Proposed Hybrid,44.2126,57.3946,25.8464,0.9628,0.0733,0.7400,0.3054,197.7300,23.2000,1.1600
normal,20,x86-like,Contextual Bandit RL,112.3111,125.3750,32.5021,0.9807,0.0752,0.8100,0.1846,391.9170,57.0000,2.8500
normal,20,x86-like,PRM,78.6397,91.7036,67.0764,0.9807,0.0752,0.6800,0.2776,391.9170,24.0000,1.2000
normal,20,x86-like,PRR,82.2159,95.2798,63.4731,0.9807,0.0752,0.6900,0.2440,391.9170,46.8000,2.3400
normal,20,x86-like,Proposed Hybrid,91.1506,104.2145,54.5259,0.9807,0.0752,0.8100,0.2080,391.9170,53.8000,2.6900
normal,50,x86-like,Contextual Bandit RL,301.3934,314.7406,94.3878,0.9924,0.0744,0.8160,0.1459,1001.0430,151.2000,7.5600
normal,50,x86-like,PRM,207.5710,220.9182,192.4754,0.9924,0.0744,0.7600,0.2104,1001.0430,58.6000,2.9300
normal,50,x86-like,PRR,219.5464,232.8936,174.9763,0.9924,0.0744,0.7680,0.1870,1001.0430,153.2000,7.6600
normal,50,x86-like,Proposed Hybrid,240.5967,253.9439,143.9879,0.9924,0.0744,0.8440,0.1462,1001.0430,149.4000,7.4700
normal,100,x86-like,Contextual Bandit RL,537.4131,550.3151,223.0604,0.9960,0.0772,0.7760,0.1719,1935.3030,283.0000,14.1500
normal,100,x86-like,PRM,400.8776,413.7796,384.7664,0.9960,0.0772,0.7720,0.1887,1935.3030,118.0000,5.9000
normal,100,x86-like,PRR,425.8325,438.7345,349.2568,0.9960,0.0772,0.8100,0.1583,1935.3030,314.8000,15.7400
normal,100,x86-like,Proposed Hybrid,476.3052,489.2072,299.4203,0.9960,0.0772,0.9020,0.0917,1935.3030,297.0000,14.8500
